ID,X.1,X.2,cluster
378,0.904480685056594,0.479645387253802,4
379,0.690447814819821,0.409962061395394,4
380,0.735489237686864,0.350664492274861,4
381,0.643972028246232,0.579399729519285,4
382,0.66472065174156,0.413504953727477,4
383,0.810620199696456,0.560138367796649,4
384,0.806057632980098,0.413171744535848,4
385,0.854426598104045,0.392506208606005,4
386,0.793747931881179,0.459783822479907,4
387,0.66871134995777,0.522627450521685,4
388,0.587541476763287,0.683069952681817,4
389,0.670237898273871,0.324948758336449,4
390,0.934310671156322,0.406469389810352,4
391,0.680436764624682,0.527211588375108,4
392,0.659911887361758,0.456735519588764,4
393,0.700010726744037,0.4060947020435,4
394,0.840967492470777,0.299299849848637,4
395,0.657208138062628,0.397352615188188,4
396,0.689282438674668,0.40634263074108,4
397,0.695679976507474,0.416201167692287,4
398,0.795634337858382,0.578379588624323,4
399,0.678137794732941,0.379805992791826,4
400,0.748436638337249,0.273145651714069,4
